Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.487781 	 TrialNumber 	 1 	 TrialTime 	 4.500257 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 5.318154 	 StimulusOff 	 5.821450 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 21 	 TrialTime 	 25.323278 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 25.371165 	 StimulusOff 	 26.387846 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 22 	 TrialTime 	 26.388880 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 26.421164 	 StimulusOff 	 27.437894 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 23 	 TrialTime 	 27.439299 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 27.471173 	 StimulusOff 	 28.487841 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 24 	 TrialTime 	 28.489003 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 28.537838 	 StimulusOff 	 29.554577 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 25 	 TrialTime 	 29.555669 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 29.604549 	 StimulusOff 	 30.621230 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 26 	 TrialTime 	 30.622514 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 30.654540 	 StimulusOff 	 31.671230 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 27 	 TrialTime 	 31.672232 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 31.704529 	 StimulusOff 	 32.721229 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 28 	 TrialTime 	 32.722802 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 32.754559 	 StimulusOff 	 33.771237 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 29 	 TrialTime 	 33.772375 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 33.804539 	 StimulusOff 	 34.821244 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.038825 	 TrialNumber 	 30 	 TrialTime 	 34.822835 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 34.871249 	 StimulusOff 	 35.887946 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 35.889211 	 TrialNumber 	 1 	 TrialTime 	 38.922171 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 38.971254 	 StimulusOff 	 39.987978 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 35.889211 	 TrialNumber 	 2 	 TrialTime 	 39.989223 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 40.037909 	 StimulusOff 	 41.054609 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1017.874501 	 BlockNumber 	 2.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 35.889211 	 TrialNumber 	 3 	 TrialTime 	 41.055627 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 40.037909 	 StimulusOff 	 41.054609 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 1 	 TrialTime 	 4.050196 	 ImageNumber 	 3 	 Dot 	 Yes 	 StimulusOn 	 4.162885 	 StimulusOff 	 5.179597 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 2 	 TrialTime 	 5.181368 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 5.229582 	 StimulusOff 	 6.246240 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 3 	 TrialTime 	 6.248159 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 6.296214 	 StimulusOff 	 7.312940 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 4 	 TrialTime 	 7.314068 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 7.362958 	 StimulusOff 	 8.379602 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 5 	 TrialTime 	 8.380770 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 8.429578 	 StimulusOff 	 9.446244 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 6 	 TrialTime 	 9.447645 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 9.496246 	 StimulusOff 	 10.512965 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 7 	 TrialTime 	 10.514264 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 10.546233 	 StimulusOff 	 11.562953 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 8 	 TrialTime 	 11.564165 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 11.596238 	 StimulusOff 	 12.613017 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 9 	 TrialTime 	 12.614195 	 ImageNumber 	 2 	 Dot 	 Yes 	 StimulusOn 	 12.646266 	 StimulusOff 	 13.662967 	 ButtonPressed 	 1.000000 	 
Subject 	 1 	 InitialTime 	 1517.618965 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.047341 	 TrialNumber 	 10 	 TrialTime 	 13.664218 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 13.712954 	 StimulusOff 	 14.729630 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 1 	 TrialTime 	 4.049512 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 4.162137 	 StimulusOff 	 5.178859 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 2 	 TrialTime 	 5.180243 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 5.245503 	 StimulusOff 	 6.262194 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 3 	 TrialTime 	 6.263933 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 6.312140 	 StimulusOff 	 7.328847 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 4 	 TrialTime 	 7.329944 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 7.378844 	 StimulusOff 	 8.395524 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 5 	 TrialTime 	 8.396704 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 8.428835 	 StimulusOff 	 9.445528 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 6 	 TrialTime 	 9.446576 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 9.495507 	 StimulusOff 	 10.512232 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 7 	 TrialTime 	 10.513539 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 10.545503 	 StimulusOff 	 11.562169 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 8 	 TrialTime 	 11.563321 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 11.612166 	 StimulusOff 	 12.628911 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 9 	 TrialTime 	 12.629957 	 ImageNumber 	 2 	 Dot 	 Yes 	 StimulusOn 	 12.662192 	 StimulusOff 	 13.678921 	 ButtonPressed 	 1.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 10 	 TrialTime 	 13.679979 	 ImageNumber 	 3 	 Dot 	 Yes 	 StimulusOn 	 13.712192 	 StimulusOff 	 14.728894 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 11 	 TrialTime 	 14.730079 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 14.778857 	 StimulusOff 	 15.795536 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 12 	 TrialTime 	 15.797507 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 15.845557 	 StimulusOff 	 16.862252 	 ButtonPressed 	 1.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 13 	 TrialTime 	 16.863379 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 16.912219 	 StimulusOff 	 17.928898 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 14 	 TrialTime 	 17.930015 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 17.978883 	 StimulusOff 	 18.995554 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 15 	 TrialTime 	 18.996576 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 19.028868 	 StimulusOff 	 20.045561 	 ButtonPressed 	 0.000000 	 
Subject 	 1 	 InitialTime 	 2451.141791 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.046651 	 TrialNumber 	 16 	 TrialTime 	 20.046693 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 20.078871 	 StimulusOff 	 21.095547 	 ButtonPressed 	 0.000000 	 
